feature,rho,p_raw,rank,p_bh,bh_significant,loo_frac,loo_robust,passes,description
lex::JC/,0.3671610050689597,0.0927805516423675,190,0.3637974261766515,False,0.09090909090909091,False,True,Lexeme JC/ (noun) rate per 1k words
lex::ZH,0.36525999881311905,0.09461361767995792,191,0.3690426448773228,False,0.09090909090909091,False,True,Lexeme ZH (dem-pronoun) rate per 1k words
lex::>LP=/,0.36504835168662597,0.09481934442690003,192,0.367918810406461,False,0.045454545454545456,False,True,Lexeme >LP=/ (noun) rate per 1k words
lex::<MH/,0.36488958397348614,0.09497388779572664,193,0.3666090487451625,False,0.045454545454545456,False,True,Lexeme <MH/ (noun) rate per 1k words
lex::CPK[,-0.3647454721408745,0.09511432628672715,194,0.3652586241423285,False,0.045454545454545456,False,True,Lexeme CPK[ (verb) rate per 1k words
lex::KMW,-0.36408322233072055,0.0957616685758229,195,0.3658586825076311,False,0.13636363636363635,False,True,Lexeme KMW (prep) rate per 1k words
lex::LQX[,-0.36317559337722866,0.09665414255764106,196,0.36738436839511524,False,0.09090909090909091,False,True,Lexeme LQX[ (verb) rate per 1k words
lex::MLH/,0.3614638413414059,0.09835398756127378,197,0.3719478209804516,False,0.0,False,True,Lexeme MLH/ (noun) rate per 1k words
lex::PRZL/,0.3614638413414059,0.09835398756127378,198,0.37006929663206545,False,0.0,False,True,Lexeme PRZL/ (noun) rate per 1k words
lex::XJWH/,0.3614638413414059,0.09835398756127378,199,0.3682096519253717,False,0.0,False,True,Lexeme XJWH/ (noun) rate per 1k words
lex::LM<N,-0.3605504527047117,0.09926998093699103,200,0.36978067899029166,False,0.09090909090909091,False,True,Lexeme LM<N (prep) rate per 1k words
lex::MSPR/,0.359914406284704,0.0999115387193703,201,0.3703188872931884,False,0.045454545454545456,False,True,Lexeme MSPR/ (noun) rate per 1k words
